URLink,Date,Relation,ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,In stock?,Backorders allowed?,Sold individually?,Allow customer reviews?,Regular price,Categories,Tags,Images,External URL,Button text,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,207,external,PER-1059,Personalised Wooden Calender,1,0,visible,1,0,0,0,1033,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/9/0/909-1.jpg,https://www.giftcart.com/catalog/product/view/id/51395/s/personalised-wooden-calender/category/388/,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,208,external,PER-1060,Personalised Manual Wood Calender,1,0,visible,1,0,0,0,1033,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/9/0/908-1.jpg,https://www.giftcart.com/catalog/product/view/id/51394/s/personalised-manual-wood-calender/category/388/,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,209,external,PER-1061,Personalised Wood Calender,1,0,visible,1,0,0,0,1033,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/9/0/907-1.jpg,https://www.giftcart.com/catalog/product/view/id/51393/s/personalised-wood-calender/category/388/,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,210,external,PER-1062,Personalised Table Top Wood Calender,1,0,visible,1,0,0,0,1033,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/9/0/906-1.jpg,https://www.giftcart.com/catalog/product/view/id/51392/s/personalised-table-top-wood-calender/category/388/,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,211,external,PER-1063,Personalised Desk Top Wood Calender,1,0,visible,1,0,0,0,1033,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/9/0/905-1.jpg,https://www.giftcart.com/catalog/product/view/id/51391/s/personalised-desk-top-wood-calender/category/388/,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,212,external,PER-1064,Personalised Engraved Foldable Pen Box,1,0,visible,1,0,0,0,791,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/9/0/904-1.jpg,https://www.giftcart.com/catalog/product/view/id/51390/s/personalised-engraved-foldable-pen-box/category/388/,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,213,external,PER-1065,Personalised Engraved Pen Box,1,0,visible,1,0,0,0,791,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/9/0/903-1.jpg,https://www.giftcart.com/catalog/product/view/id/51389/s/personalised-engraved-pen-box/category/388/,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,214,external,PER-1066,Personalised Pen Box with Realtion Name,1,0,visible,1,0,0,0,791,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/9/0/902-1.jpg,https://www.giftcart.com/catalog/product/view/id/51388/s/personalised-pen-box-with-realtion-name/category/388/,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,215,external,PER-1067,Personalised Relation Name Pen Box,1,0,visible,1,0,0,0,791,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/9/0/901-1.jpg,https://www.giftcart.com/catalog/product/view/id/51387/s/personalised-relation-name-pen-box/category/388/,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,216,external,PER-1068,Personalised Pen Box,1,0,visible,1,0,0,0,791,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/9/0/900-1.jpg,https://www.giftcart.com/catalog/product/view/id/51386/s/personalised-pen-box/category/388/,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,217,external,PER-1069,Personalised I love you Dad Image Table Top,1,0,visible,1,0,0,0,1058,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/8/7/874-1.jpg,https://www.giftcart.com/catalog/product/view/id/51385/s/personalised-i-love-you-dad-image-table-top/category/388/,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,218,external,PER-1070,Personalised I love you Papa Image Table Top,1,0,visible,1,0,0,0,642,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/8/7/873-1.jpg,https://www.giftcart.com/catalog/product/view/id/51384/s/personalised-i-love-you-papa-image-table-top/category/388/,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,219,external,PER-1071,Personalised Hero Dad Table Top,1,0,visible,1,0,0,0,1164,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/8/7/872-1.jpg,https://www.giftcart.com/catalog/product/view/id/51383/s/personalised-hero-dad-table-top/category/388/,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,220,external,PER-1072,Personalised I love you Dad Msg Table Top,1,0,visible,1,0,0,0,998,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/8/7/871-1.jpg,https://www.giftcart.com/catalog/product/view/id/51382/s/personalised-i-love-you-dad-msg-table-top/category/388/,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,221,external,PER-1073,Personalised I love you Papa Msg Table Top,1,0,visible,1,0,0,0,582,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/8/7/870-1.jpg,https://www.giftcart.com/catalog/product/view/id/51381/s/personalised-i-love-you-papa-msg-table-top/category/388/,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,222,external,PER-1074,Personalised Dad Table Top,1,0,visible,1,0,0,0,642,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/9/1/911-1.jpg,https://www.giftcart.com/catalog/product/view/id/51380/s/personalised-dad-table-top/category/388/,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,223,external,PER-1075,Personalised Papa Table Top,1,0,visible,1,0,0,0,642,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/9/1/910-1.jpg,https://www.giftcart.com/catalog/product/view/id/51379/s/personalised-papa-table-top/category/388/,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,224,external,PER-1076,Personalised Amazing Dad Led 3D illusion LED Lamp,1,0,visible,1,0,0,0,1058,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/i/m/img_20210518_183818.jpg,https://www.giftcart.com/catalog/product/view/id/51378/s/personalised-amazing-dad-led-3d-illusion-led-lamp/category/388/,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,225,external,PER-1077,Personalised Daddy Led 3D illusion LED Lamp,1,0,visible,1,0,0,0,1058,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/i/m/img_20210518_182503.jpg,https://www.giftcart.com/catalog/product/view/id/51372/s/personalised-daddy-led-3d-illusion-led-lamp/category/388/,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,226,external,PER-1078,Health Friendly Minimalist Leather Wallet Cum Card Holder,1,0,visible,1,0,0,0,699,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm08gcamc49366-1_1.jpg,https://www.giftcart.com/catalog/product/view/id/51354/s/health-friendly-minimalist-leather-wallet-cum-card-holder/category/388/,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,227,external,PER-1079,24K Lord Shreenathji Golden Car Stand,1,0,visible,1,0,0,0,824,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm08jwau49219-1.jpg,https://www.giftcart.com/24k-lord-shreenathji-golden-car-stand.html,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,228,external,PER-1080,Mahavirji 24K Golden Car Stand,1,0,visible,1,0,0,0,1545,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm08jwau49218-1.jpg,https://www.giftcart.com/mahavirji-24k-golden-car-stand.html,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,229,external,PER-1081,Ram Darbar Golden Frame,1,0,visible,1,0,0,0,10300,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm08jwau49217-1.jpg,https://www.giftcart.com/ram-darbar-golden-frame.html,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,230,external,PER-1082,Shiv Parivar Golden Frame,1,0,visible,1,0,0,0,8755,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm08jwau49216-1.jpg,https://www.giftcart.com/shiv-parivar-golden-frame.html,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,231,external,PER-1083,Personalised Aquarius Zentangle Zodiac Silver Coin,1,0,visible,1,0,0,0,2059,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm08jwau49214-1.jpg,https://www.giftcart.com/aquarius-zentangle-zodiac-silver-coin.html,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,232,external,PER-1084,Personalised Taurus Zentangle Zodiac Silver Coin,1,0,visible,1,0,0,0,2059,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm08jwau49213-1.jpg,https://www.giftcart.com/taurus-zentangle-zodiac-silver-coin.html,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,233,external,PER-1085,Personalised Scorpio Zentangle Zodiac Silver Coin,1,0,visible,1,0,0,0,2059,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm08jwau49212-1.jpg,https://www.giftcart.com/scorpio-zentangle-zodiac-silver-coin.html,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,234,external,PER-1086,Personalised Sagittarius Zentangle Zodiac Silver Coin,1,0,visible,1,0,0,0,2059,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm08jwau49211-1.jpg,https://www.giftcart.com/sagittarius-zentangle-zodiac-silver-coin.html,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,235,external,PER-1087,Personalised Capricorn Zentangle Zodiac Silver Coin,1,0,visible,1,0,0,0,2059,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm08jwau49210-1.jpg,https://www.giftcart.com/capricorn-zentangle-zodiac-silver-coin.html,Get it Now,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,236,external,PER-1088,Personalised Aries Zentangle Zodiac Silver Coin,1,0,visible,1,0,0,0,2059,Dad,Best Gifts of Dad,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm08jwau49209-1.jpg,https://www.giftcart.com/aries-zentangle-zodiac-silver-coin.html,Get it Now,Product Type,Personalized,1,0
